contract_id,vendor_name,clause_text
C04752,Beta Logistics - Unit 4752,Payment terms shall be net 30 days. The agreement states liability cap is fixed at 1x contract value. Data handling adheres to internal security standards only. Price changes are subject to annual review with 60 days notice.
C04753,Eta Industries - Unit 4753,Payment terms shall be net 60 days. The agreement states zero liability for indirect or consequential damages. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C04754,Theta Innovations - Unit 4754,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 1x contract value. Data privacy complies with CCPA and GDPR frameworks. Price changes are subject to annual review with 60 days notice.
C04755,Theta Innovations - Unit 4755,Payment terms shall be net 30 days. The agreement states liability cap is fixed at 1x contract value. Data privacy follows local guidelines without explicit GDPR compliance. Vendor holds absolute right to modify pricing anytime without prior notice.
C04756,Nu Software - Unit 4756,Payment terms shall be net 60 days. The agreement states unlimited liability on vendor side. Data privacy complies with CCPA and GDPR frameworks. Pricing modifications require a 30-day prior written notice.
C04757,Omicron Ventures - Unit 4757,Payment terms shall be net 30 days. The agreement states unlimited liability on vendor side. Data handling adheres to internal security standards only. Pricing modifications require a 30-day prior written notice.
C04758,Xi Dynamics - Unit 4758,Payment terms shall be net 90 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C04759,Lambda Services - Unit 4759,Payment terms shall be net 60 days. The agreement states strict limitation of liability up to damages cap. Data privacy strictly complies with GDPR regulations. Pricing modifications require a 30-day prior written notice.
C04760,Eta Industries - Unit 4760,Payment terms shall be net 60 days. The agreement states zero liability for indirect or consequential damages. Data handling adheres to internal security standards only. Pricing modifications require a 30-day prior written notice.
C04761,Beta Logistics - Unit 4761,Payment terms shall be net 120 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C04762,Iota Networks - Unit 4762,Payment terms shall be net 30 days. The agreement states strict limitation of liability up to damages cap. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C04763,Eta Industries - Unit 4763,Payment terms shall be net 30 days. The agreement states liability cap is fixed at 2x contract value. Data privacy strictly complies with GDPR regulations. No pricing changes are permitted during the active term of agreement.
C04764,Alpha Tech Corp - Unit 4764,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 1x contract value. Data privacy strictly complies with GDPR regulations. No pricing changes are permitted during the active term of agreement.
C04765,Omicron Ventures - Unit 4765,Payment terms shall be net 30 days. The agreement states unlimited liability on vendor side. Data privacy strictly complies with GDPR regulations. Price changes are subject to annual review with 60 days notice.
C04766,Epsilon Global - Unit 4766,Payment terms shall be net 90 days. The agreement states zero liability for indirect or consequential damages. Data privacy complies with CCPA and GDPR frameworks. Vendor holds absolute right to modify pricing anytime without prior notice.
C04767,Mu Analytics - Unit 4767,Payment terms shall be net 45 days. The agreement states zero liability for indirect or consequential damages. Data privacy strictly complies with GDPR regulations. No pricing changes are permitted during the active term of agreement.
C04768,Lambda Services - Unit 4768,Payment terms shall be net 90 days. The agreement states strict limitation of liability up to damages cap. Data handling adheres to internal security standards only. Pricing modifications require a 30-day prior written notice.
C04769,Eta Industries - Unit 4769,Payment terms shall be net 90 days. The agreement states zero liability for indirect or consequential damages. Data handling adheres to internal security standards only. Price changes are subject to annual review with 60 days notice.
C04770,Gamma Solutions - Unit 4770,Payment terms shall be net 60 days. The agreement states liability cap is fixed at 2x contract value. Data handling adheres to internal security standards only. Price changes are subject to annual review with 60 days notice.
C04771,Alpha Tech Corp - Unit 4771,Payment terms shall be net 90 days. The agreement states liability cap is fixed at 2x contract value. Data privacy strictly complies with GDPR regulations. Vendor holds absolute right to modify pricing anytime without prior notice.
C04772,Kappa Cloud - Unit 4772,Payment terms shall be net 90 days. The agreement states zero liability for indirect or consequential damages. Data privacy strictly complies with GDPR regulations. No pricing changes are permitted during the active term of agreement.
C04773,Zeta Systems - Unit 4773,Payment terms shall be net 30 days. The agreement states unlimited liability on vendor side. Data privacy complies with CCPA and GDPR frameworks. Vendor holds absolute right to modify pricing anytime without prior notice.
C04774,Eta Industries - Unit 4774,Payment terms shall be net 90 days. The agreement states strict limitation of liability up to damages cap. Data privacy follows local guidelines without explicit GDPR compliance. No pricing changes are permitted during the active term of agreement.
C04775,Zeta Systems - Unit 4775,Payment terms shall be net 45 days. The agreement states liability cap is fixed at 2x contract value. Data handling adheres to internal security standards only. No pricing changes are permitted during the active term of agreement.
